Dapma7bEVm000001	ENSG00000171587;ENSG00000177103
Dapma7bEVm023020	
Dapma7bEVm023021	
Dapma7bEVm023022	ENSG00000100077;ENSG00000173020
Dapma7bEVm023023	ENSG00000167005
Dapma7bEVm023024	ENSG00000164944
Dapma7bEVm023025	
Dapma7bEVm023026	ENSG00000162910
Dapma7bEVm023027	
Dapma7bEVm023028	
Dapma7bEVm023029	ENSG00000106804;ENSG00000126838;ENSG00000156535;ENSG00000166535;ENSG00000175899;ENSG00000206340;ENSG00000224389;ENSG00000227746;ENSG00000228267;ENSG00000228454;ENSG00000233312;ENSG00000236625;ENSG00000244207;ENSG00000244731
Dapma7bEVm023030	
Dapma7bEVm023031	
Dapma7bEVm023032	ENSG00000039560;ENSG00000089847;ENSG00000137831;ENSG00000198483
Dapma7bEVm023033	
Dapma7bEVm023034	
Dapma7bEVm023035	
Dapma7bEVm023036	
Dapma7bEVm023037	
Dapma7bEVm023038	
Dapma7bEVm023039	
Dapma7bEVm023040	ENSG00000156966;ENSG00000162630;ENSG00000169255;ENSG00000170340;ENSG00000172318;ENSG00000176383;ENSG00000177191;ENSG00000179913;ENSG00000183067;ENSG00000183778;ENSG00000198488;ENSG00000206285;ENSG00000226936;ENSG00000235155;ENSG00000235863;ENSG00000236802;ENSG00000237172
Dapma7bEVm023041	ENSG00000182307;ENSG00000254656
Dapma7bEVm023042	
Dapma7bEVm023043	
Dapma7bEVm023044	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm023045	
Dapma7bEVm023046	ENSG00000182307;ENSG00000254656
Dapma7bEVm023047	
Dapma7bEVm023048	
Dapma7bEVm023049	
Dapma7bEVm023050	
Dapma7bEVm023051	
Dapma7bEVm023052	
Dapma7bEVm023053	ENSG00000170271
Dapma7bEVm023054	ENSG00000128294;ENSG00000169902
Dapma7bEVm023055	ENSG00000009709;ENSG00000135903
Dapma7bEVm023056	
Dapma7bEVm023057	ENSG00000004846;ENSG00000005471;ENSG00000073734;ENSG00000085563;ENSG00000276582
Dapma7bEVm023058	
Dapma7bEVm023059	ENSG00000162843;ENSG00000215529
Dapma7bEVm023060	
Dapma7bEVm023061	ENSG00000160712
Dapma7bEVm023062	
Dapma7bEVm023063	
Dapma7bEVm023064	
Dapma7bEVm023065	
Dapma7bEVm023066	
Dapma7bEVm023067	
Dapma7bEVm023068	ENSG00000143819
Dapma7bEVm023069	ENSG00000089248
Dapma7bEVm023070	
Dapma7bEVm023071	
Dapma7bEVm023072	ENSG00000073754;ENSG00000146700;ENSG00000164099;ENSG00000179954
Dapma7bEVm023074	
Dapma7bEVm023075	ENSG00000109943
Dapma7bEVm023076	
Dapma7bEVm023077	
Dapma7bEVm023078	
Dapma7bEVm023079	
Dapma7bEVm023080	
Dapma7bEVm023081	
Dapma7bEVm023082	
Dapma7bEVm023083	
Dapma7bEVm023084	ENSG00000130383;ENSG00000156413;ENSG00000171124;ENSG00000172461;ENSG00000180549;ENSG00000196371
Dapma7bEVm023085	ENSG00000130383;ENSG00000156413;ENSG00000171124;ENSG00000172461;ENSG00000180549;ENSG00000196371
Dapma7bEVm023086	ENSG00000125355;ENSG00000126804;ENSG00000148411;ENSG00000160877;ENSG00000168795;ENSG00000173276;ENSG00000174282;ENSG00000177125;ENSG00000177485;ENSG00000185278;ENSG00000186130;ENSG00000198081;ENSG00000283868
Dapma7bEVm023087	
Dapma7bEVm023088	
Dapma7bEVm023089	
Dapma7bEVm023090	
Dapma7bEVm023091	
Dapma7bEVm023092	
Dapma7bEVm023093	ENSG00000188886
Dapma7bEVm023094	
Dapma7bEVm023095	
Dapma7bEVm023096	ENSG00000166479
Dapma7bEVm023097	
Dapma7bEVm023098	ENSG00000049860;ENSG00000213614
Dapma7bEVm023099	
Dapma7bEVm023100	ENSG00000129103;ENSG00000144455
Dapma7bEVm023101	
Dapma7bEVm023102	
Dapma7bEVm023103	ENSG00000128039
Dapma7bEVm023104	ENSG00000023839;ENSG00000091262;ENSG00000103222;ENSG00000108846;ENSG00000275331;ENSG00000278183
Dapma7bEVm023105	ENSG00000104872
Dapma7bEVm023106	
Dapma7bEVm023107	ENSG00000134780;ENSG00000164535
Dapma7bEVm023108	ENSG00000134780;ENSG00000164535
Dapma7bEVm023109	ENSG00000134780;ENSG00000164535
Dapma7bEVm023110	ENSG00000121211
Dapma7bEVm023111	ENSG00000025708
Dapma7bEVm023112	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm023113	
Dapma7bEVm023114	
Dapma7bEVm023115	
Dapma7bEVm023116	ENSG00000119899
Dapma7bEVm023117	
Dapma7bEVm023118	ENSG00000107798;ENSG00000173239;ENSG00000182333;ENSG00000204020;ENSG00000204021;ENSG00000204022
Dapma7bEVm023119	ENSG00000142973;ENSG00000162365;ENSG00000171903;ENSG00000171954;ENSG00000186115;ENSG00000186160;ENSG00000186204;ENSG00000186526;ENSG00000186529;ENSG00000187048
Dapma7bEVm023120	ENSG00000118017;ENSG00000128274
Dapma7bEVm023121	ENSG00000010278;ENSG00000110651;ENSG00000127324;ENSG00000134198
Dapma7bEVm023122	ENSG00000168124;ENSG00000221888
Dapma7bEVm023123	
Dapma7bEVm023124	
Dapma7bEVm023125	
Dapma7bEVm023126	
Dapma7bEVm023127	
Dapma7bEVm023128	ENSG00000156414;ENSG00000227729
Dapma7bEVm023129	
Dapma7bEVm023130	
Dapma7bEVm023132	ENSG00000118017;ENSG00000128274
Dapma7bEVm023133	
Dapma7bEVm023134	
Dapma7bEVm023135	ENSG00000088002;ENSG00000105398;ENSG00000109193;ENSG00000130540;ENSG00000138068;ENSG00000173597;ENSG00000196228;ENSG00000196502;ENSG00000197165;ENSG00000198075;ENSG00000198203;ENSG00000213648;ENSG00000261052
Dapma7bEVm023137	
Dapma7bEVm023138	ENSG00000196743
Dapma7bEVm023139	
Dapma7bEVm023140	
Dapma7bEVm023141	ENSG00000213672
Dapma7bEVm023142	
Dapma7bEVm023143	ENSG00000126432
Dapma7bEVm023144	
Dapma7bEVm023145	
Dapma7bEVm023146	ENSG00000182307;ENSG00000254656
Dapma7bEVm023147	
Dapma7bEVm023148	ENSG00000085662;ENSG00000117448;ENSG00000122787;ENSG00000165568;ENSG00000198074;ENSG00000227471
Dapma7bEVm023149	
Dapma7bEVm023150	
Dapma7bEVm023151	ENSG00000182307;ENSG00000254656
Dapma7bEVm023152	
Dapma7bEVm023153	
Dapma7bEVm023154	
Dapma7bEVm023155	ENSG00000152582
Dapma7bEVm023156	
Dapma7bEVm023157	
Dapma7bEVm023158	ENSG00000122735;ENSG00000152763
Dapma7bEVm023159	
Dapma7bEVm023160	
Dapma7bEVm023161	
Dapma7bEVm023164	ENSG00000177058
Dapma7bEVm023165	ENSG00000125652
Dapma7bEVm023166	
Dapma7bEVm023167	
Dapma7bEVm023168	ENSG00000182307;ENSG00000254656
Dapma7bEVm023169	
Dapma7bEVm023170	
Dapma7bEVm023171	ENSG00000156966;ENSG00000162630;ENSG00000169255;ENSG00000170340;ENSG00000172318;ENSG00000176383;ENSG00000177191;ENSG00000179913;ENSG00000183067;ENSG00000183778;ENSG00000198488;ENSG00000206285;ENSG00000226936;ENSG00000235155;ENSG00000235863;ENSG00000236802;ENSG00000237172
Dapma7bEVm023172	
Dapma7bEVm023173	
Dapma7bEVm023174	ENSG00000163803
Dapma7bEVm023175	ENSG00000182307;ENSG00000254656
Dapma7bEVm023176	ENSG00000182307;ENSG00000254656
Dapma7bEVm023177	
Dapma7bEVm023178	ENSG00000182307;ENSG00000254656
Dapma7bEVm023179	ENSG00000182307;ENSG00000254656
Dapma7bEVm023180	
Dapma7bEVm023181	ENSG00000182307;ENSG00000254656
Dapma7bEVm023182	
Dapma7bEVm023183	
Dapma7bEVm023184	
Dapma7bEVm023185	ENSG00000204653
Dapma7bEVm023186	ENSG00000124249;ENSG00000169427;ENSG00000171303
Dapma7bEVm023187	ENSG00000156110
Dapma7bEVm023188	
Dapma7bEVm023189	
Dapma7bEVm023190	ENSG00000182307;ENSG00000254656
Dapma7bEVm023191	
Dapma7bEVm023192	ENSG00000143891
Dapma7bEVm023193	ENSG00000120798;ENSG00000177463
Dapma7bEVm023194	
Dapma7bEVm023195	ENSG00000009335;ENSG00000151148
Dapma7bEVm023196	ENSG00000140859;ENSG00000167702;ENSG00000237649
Dapma7bEVm023197	ENSG00000155660;ENSG00000167004;ENSG00000169340;ENSG00000185615;ENSG00000185624
Dapma7bEVm023198	
Dapma7bEVm023199	ENSG00000155660;ENSG00000167004;ENSG00000169340;ENSG00000185615;ENSG00000185624
Dapma7bEVm023200	
Dapma7bEVm023201	
Dapma7bEVm023202	ENSG00000010438;ENSG00000129451;ENSG00000142515;ENSG00000167749;ENSG00000167757;ENSG00000172232;ENSG00000174562;ENSG00000185888;ENSG00000186474;ENSG00000196415;ENSG00000197561;ENSG00000204983;ENSG00000213022;ENSG00000274247;ENSG00000275896;ENSG00000277571;ENSG00000277804;ENSG00000278624;ENSG00000282049
Dapma7bEVm023203	ENSG00000042445
Dapma7bEVm023204	ENSG00000155660;ENSG00000167004;ENSG00000169340;ENSG00000185615;ENSG00000185624
Dapma7bEVm023205	
Dapma7bEVm023206	
Dapma7bEVm023207	
Dapma7bEVm023208	
Dapma7bEVm023209	
Dapma7bEVm023210	
Dapma7bEVm023211	ENSG00000080618;ENSG00000091704;ENSG00000128510;ENSG00000144410;ENSG00000153002;ENSG00000158516;ENSG00000158525;ENSG00000163751;ENSG00000165078
Dapma7bEVm023212	ENSG00000111641;ENSG00000241058
Dapma7bEVm023213	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm023214	
Dapma7bEVm023215	
Dapma7bEVm023216	ENSG00000121741;ENSG00000132950;ENSG00000146463;ENSG00000147130;ENSG00000163867;ENSG00000197056;ENSG00000198218
Dapma7bEVm023217	
Dapma7bEVm023218	
Dapma7bEVm023219	ENSG00000113492;ENSG00000164089;ENSG00000175309
Dapma7bEVm023220	
Dapma7bEVm023221	ENSG00000115241
Dapma7bEVm023222	
Dapma7bEVm023223	ENSG00000064687;ENSG00000107331;ENSG00000141338;ENSG00000144452;ENSG00000154258;ENSG00000154262;ENSG00000154263;ENSG00000154265;ENSG00000165029;ENSG00000167972;ENSG00000179869;ENSG00000198691
Dapma7bEVm023224	ENSG00000189058
Dapma7bEVm023225	ENSG00000025423;ENSG00000073737;ENSG00000086696;ENSG00000135437;ENSG00000139547;ENSG00000161267;ENSG00000170426;ENSG00000176387;ENSG00000275544
Dapma7bEVm023226	ENSG00000148572
Dapma7bEVm023227	
Dapma7bEVm023228	
Dapma7bEVm023229	ENSG00000184708
Dapma7bEVm023230	ENSG00000108010;ENSG00000182512
Dapma7bEVm023231	
Dapma7bEVm023232	
Dapma7bEVm023233	
Dapma7bEVm023234	ENSG00000074416
Dapma7bEVm023235	ENSG00000141499
Dapma7bEVm023236	
Dapma7bEVm023237	
Dapma7bEVm023238	
Dapma7bEVm023239	ENSG00000069966;ENSG00000078369;ENSG00000111664;ENSG00000114450;ENSG00000172354
Dapma7bEVm023240	ENSG00000037280;ENSG00000102755;ENSG00000113721;ENSG00000122025;ENSG00000128052;ENSG00000134853;ENSG00000157404;ENSG00000182578
Dapma7bEVm023241	ENSG00000130383;ENSG00000156413;ENSG00000171124;ENSG00000172461;ENSG00000180549;ENSG00000196371
Dapma7bEVm023242	
Dapma7bEVm023243	ENSG00000128242;ENSG00000154252;ENSG00000175229;ENSG00000197093;ENSG00000276126
Dapma7bEVm023244	
Dapma7bEVm023245	
Dapma7bEVm023246	
Dapma7bEVm023247	ENSG00000118017;ENSG00000128274
Dapma7bEVm023248	ENSG00000075035;ENSG00000179314
Dapma7bEVm023249	ENSG00000106927
Dapma7bEVm023250	ENSG00000124120;ENSG00000137561;ENSG00000140522;ENSG00000146352;ENSG00000177182
Dapma7bEVm023251	ENSG00000071626;ENSG00000135097;ENSG00000153944
Dapma7bEVm023252	
Dapma7bEVm023253	
Dapma7bEVm023254	ENSG00000118017;ENSG00000128274
Dapma7bEVm023255	
Dapma7bEVm023256	
Dapma7bEVm023257	ENSG00000171587;ENSG00000177103
Dapma7bEVm023258	
Dapma7bEVm023259	
Dapma7bEVm023260	
Dapma7bEVm023261	
Dapma7bEVm023262	
Dapma7bEVm023263	
Dapma7bEVm023264	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm023265	ENSG00000132801;ENSG00000168612
Dapma7bEVm023266	
Dapma7bEVm023267	
Dapma7bEVm023268	
Dapma7bEVm023269	ENSG00000100697
Dapma7bEVm023270	ENSG00000139719;ENSG00000184056
Dapma7bEVm023271	
Dapma7bEVm023272	
Dapma7bEVm023273	ENSG00000182307;ENSG00000254656
Dapma7bEVm023274	
Dapma7bEVm023275	
Dapma7bEVm023276	
Dapma7bEVm023277	ENSG00000117305;ENSG00000146151
Dapma7bEVm023278	
Dapma7bEVm023279	
Dapma7bEVm023280	
Dapma7bEVm023281	
Dapma7bEVm023282	ENSG00000143222
Dapma7bEVm023283	
Dapma7bEVm023284	ENSG00000120907;ENSG00000170214;ENSG00000171873
Dapma7bEVm023285	
Dapma7bEVm023286	
Dapma7bEVm023287	
Dapma7bEVm023288	
Dapma7bEVm023289	
Dapma7bEVm023290	ENSG00000175216
Dapma7bEVm023291	
Dapma7bEVm023292	
Dapma7bEVm023293	ENSG00000174483
Dapma7bEVm023294	
Dapma7bEVm023295	
Dapma7bEVm023296	
Dapma7bEVm023297	
Dapma7bEVm023298	ENSG00000016391
Dapma7bEVm023299	
Dapma7bEVm023300	
Dapma7bEVm023301	ENSG00000168152
Dapma7bEVm023302	
Dapma7bEVm023303	
Dapma7bEVm023304	
Dapma7bEVm023305	
Dapma7bEVm023306	
Dapma7bEVm023307	
Dapma7bEVm023308	
Dapma7bEVm023309	ENSG00000156170;ENSG00000164938
Dapma7bEVm023310	
Dapma7bEVm023311	
Dapma7bEVm023312	
Dapma7bEVm023313	ENSG00000175826
Dapma7bEVm023314	
Dapma7bEVm023315	ENSG00000130383;ENSG00000156413;ENSG00000171124;ENSG00000172461;ENSG00000180549;ENSG00000196371
Dapma7bEVm023316	
Dapma7bEVm023317	
Dapma7bEVm023318	ENSG00000148429;ENSG00000189375
Dapma7bEVm023319	
Dapma7bEVm023320	
Dapma7bEVm023321	ENSG00000054277;ENSG00000128617;ENSG00000163914;ENSG00000166160;ENSG00000268221;ENSG00000269433
Dapma7bEVm023322	ENSG00000086598
Dapma7bEVm023323	ENSG00000109181;ENSG00000135220;ENSG00000135226;ENSG00000145626;ENSG00000156096;ENSG00000167165;ENSG00000168671;ENSG00000171234;ENSG00000173610;ENSG00000174607;ENSG00000196620;ENSG00000197888;ENSG00000213759;ENSG00000240224;ENSG00000241119;ENSG00000241635;ENSG00000242366;ENSG00000242515;ENSG00000243135;ENSG00000244122;ENSG00000244474;ENSG00000271271;ENSG00000275190;ENSG00000277132;ENSG00000278216
Dapma7bEVm023324	
Dapma7bEVm023325	
Dapma7bEVm023326	ENSG00000160193
Dapma7bEVm023327	
Dapma7bEVm023328	
Dapma7bEVm023329	
Dapma7bEVm023330	ENSG00000137492
Dapma7bEVm023331	ENSG00000156414;ENSG00000227729
Dapma7bEVm023332	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm023333	ENSG00000182307;ENSG00000254656
Dapma7bEVm023334	ENSG00000133985;ENSG00000162222;ENSG00000174521
Dapma7bEVm023335	
Dapma7bEVm023336	
Dapma7bEVm023337	ENSG00000182307;ENSG00000254656
Dapma7bEVm023338	
Dapma7bEVm023339	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm023340	ENSG00000144893;ENSG00000169313;ENSG00000184634
Dapma7bEVm023341	
Dapma7bEVm023344	ENSG00000108107
Dapma7bEVm023345	
Dapma7bEVm023346	
Dapma7bEVm023347	ENSG00000005801;ENSG00000006194;ENSG00000010539;ENSG00000011590;ENSG00000018869;ENSG00000019485;ENSG00000062370;ENSG00000063587;ENSG00000066422;ENSG00000066827;ENSG00000075407;ENSG00000081386;ENSG00000081665;ENSG00000083812;ENSG00000083814;ENSG00000083817;ENSG00000083828;ENSG00000083838;ENSG00000083844;ENSG00000085274;ENSG00000085644;ENSG00000088876;ENSG00000089335;ENSG00000090612;ENSG00000096654;ENSG00000099326;ENSG00000100105;ENSG00000102870;ENSG00000103199;ENSG00000103343;ENSG00000103495;ENSG00000105136;ENSG00000105497;ENSG00000105708;ENSG00000105732;ENSG00000105750;ENSG00000106261;ENSG00000109906;ENSG00000112365;ENSG00000115568;ENSG00000116809;ENSG00000117010;ENSG00000118620;ENSG00000120784;ENSG00000121406;ENSG00000121413;ENSG00000121417;ENSG00000121903;ENSG00000122386;ENSG00000124459;ENSG00000124613;ENSG00000125812;ENSG00000125846;ENSG00000125945;ENSG00000126856;ENSG00000127081;ENSG00000127903;ENSG00000128000;ENSG00000130182;ENSG00000130544;ENSG00000130684;ENSG00000130803;ENSG00000130818;ENSG00000130844;ENSG00000130856;ENSG00000131061;ENSG00000131115;ENSG00000131127;ENSG00000131845;ENSG00000131849;ENSG00000132010;ENSG00000136866;ENSG00000136870;ENSG00000137185;ENSG00000138738;ENSG00000140265;ENSG00000140987;ENSG00000141040;ENSG00000141946;ENSG00000141956;ENSG00000142065;ENSG00000142409;ENSG00000142528;ENSG00000142556;ENSG00000143067;ENSG00000144026;ENSG00000144792;ENSG00000145908;ENSG00000146587;ENSG00000146757;ENSG00000147117;ENSG00000147118;ENSG00000147124;ENSG00000147789;ENSG00000149050;ENSG00000149054;ENSG00000152433;ENSG00000152439;ENSG00000152443;ENSG00000152454;ENSG00000152467;ENSG00000152475;ENSG00000152926;ENSG00000153896;ENSG00000154957;ENSG00000155592;ENSG00000156853;ENSG00000157429;ENSG00000158691;ENSG00000159882;ENSG00000159885;ENSG00000159905;ENSG00000159915;ENSG00000159917;ENSG00000160321;ENSG00000160336;ENSG00000160908;ENSG00000160961;ENSG00000161298;ENSG00000161551;ENSG00000162714;ENSG00000164011;ENSG00000164048;ENSG00000164256;ENSG00000164631;ENSG00000165512;ENSG00000166188;ENSG00000166261;ENSG00000166526;ENSG00000166529;ENSG00000166704;ENSG00000167232;ENSG00000167377;ENSG00000167380;ENSG00000167384;ENSG00000167394;ENSG00000167395;ENSG00000167528;ENSG00000167554;ENSG00000167555;ENSG00000167562;ENSG00000167625;ENSG00000167635;ENSG00000167637;ENSG00000167766;ENSG00000167785;ENSG00000167840;ENSG00000167967;ENSG00000167981;ENSG00000168661;ENSG00000168826;ENSG00000169131;ENSG00000169260;ENSG00000169740;ENSG00000169951;ENSG00000169955;ENSG00000169957;ENSG00000169981;ENSG00000170100;ENSG00000170260;ENSG00000170265;ENSG00000170619;ENSG00000170631;ENSG00000170684;ENSG00000170949;ENSG00000170954;ENSG00000171161;ENSG00000171291;ENSG00000171295;ENSG00000171466;ENSG00000171469;ENSG00000171574;ENSG00000171606;ENSG00000171649;ENSG00000171817;ENSG00000171827;ENSG00000171970;ENSG00000172000;ENSG00000172006;ENSG00000172466;ENSG00000172748;ENSG00000172888;ENSG00000173041;ENSG00000173258;ENSG00000173275;ENSG00000173480;ENSG00000173875;ENSG00000174255;ENSG00000174586;ENSG00000174652;ENSG00000175213;ENSG00000175322;ENSG00000175395;ENSG00000175691;ENSG00000175787;ENSG00000176024;ENSG00000176222;ENSG00000176293;ENSG00000177599;ENSG00000177842;ENSG00000177873;ENSG00000177888;ENSG00000177932;ENSG00000178150;ENSG00000178187;ENSG00000178229;ENSG00000178338;ENSG00000178386;ENSG00000178665;ENSG00000178917;ENSG00000178935;ENSG00000179195;ENSG00000179909;ENSG00000179922;ENSG00000179930;ENSG00000179943;ENSG00000179965;ENSG00000180035;ENSG00000180257;ENSG00000180479;ENSG00000180626;ENSG00000180787;ENSG00000180855;ENSG00000180884;ENSG00000180938;ENSG00000181007;ENSG00000181135;ENSG00000181220;ENSG00000181315;ENSG00000181444;ENSG00000181450;ENSG00000181638;ENSG00000181666;ENSG00000181894;ENSG00000181896;ENSG00000182111;ENSG00000182141;ENSG00000182318;ENSG00000182903;ENSG00000182983;ENSG00000182986;ENSG00000183309;ENSG00000183647;ENSG00000183850;ENSG00000184517;ENSG00000184635;ENSG00000184677;ENSG00000184939;ENSG00000185177;ENSG00000185219;ENSG00000185252;ENSG00000185730;ENSG00000185869;ENSG00000185947;ENSG00000186017;ENSG00000186020;ENSG00000186026;ENSG00000186230;ENSG00000186272;ENSG00000186300;ENSG00000186446;ENSG00000186448;ENSG00000186496;ENSG00000186777;ENSG00000186812;ENSG00000186814;ENSG00000187187;ENSG00000187607;ENSG00000187792;ENSG00000187801;ENSG00000187815;ENSG00000187987;ENSG00000188033;ENSG00000188171;ENSG00000188227;ENSG00000188283;ENSG00000188295;ENSG00000188321;ENSG00000188629;ENSG00000188785;ENSG00000188868;ENSG00000189042;ENSG00000189144;ENSG00000189164;ENSG00000189180;ENSG00000189190;ENSG00000189420;ENSG00000196081;ENSG00000196110;ENSG00000196150;ENSG00000196152;ENSG00000196172;ENSG00000196214;ENSG00000196247;ENSG00000196263;ENSG00000196267;ENSG00000196268;ENSG00000196345;ENSG00000196350;ENSG00000196357;ENSG00000196378;ENSG00000196381;ENSG00000196387;ENSG00000196391;ENSG00000196417;ENSG00000196418;ENSG00000196437;ENSG00000196453;ENSG00000196456;ENSG00000196458;ENSG00000196466;ENSG00000196597;ENSG00000196605;ENSG00000196646;ENSG00000196652;ENSG00000196653;ENSG00000196670;ENSG00000196693;ENSG00000196705;ENSG00000196724;ENSG00000196757;ENSG00000196793;ENSG00000196812;ENSG00000196867;ENSG00000196946;ENSG00000196967;ENSG00000197008;ENSG00000197013;ENSG00000197016;ENSG00000197020;ENSG00000197024;ENSG00000197037;ENSG00000197044;ENSG00000197054;ENSG00000197062;ENSG00000197123;ENSG00000197124;ENSG00000197128;ENSG00000197134;ENSG00000197162;ENSG00000197279;ENSG00000197343;ENSG00000197360;ENSG00000197362;ENSG00000197363;ENSG00000197372;ENSG00000197385;ENSG00000197472;ENSG00000197483;ENSG00000197497;ENSG00000197566;ENSG00000197608;ENSG00000197619;ENSG00000197647;ENSG00000197714;ENSG00000197779;ENSG00000197782;ENSG00000197808;ENSG00000197841;ENSG00000197857;ENSG00000197863;ENSG00000197928;ENSG00000197933;ENSG00000197935;ENSG00000197937;ENSG00000197951;ENSG00000197961;ENSG00000198026;ENSG00000198028;ENSG00000198039;ENSG00000198040;ENSG00000198046;ENSG00000198093;ENSG00000198105;ENSG00000198131;ENSG00000198146;ENSG00000198169;ENSG00000198182;ENSG00000198185;ENSG00000198298;ENSG00000198300;ENSG00000198315;ENSG00000198342;ENSG00000198346;ENSG00000198393;ENSG00000198429;ENSG00000198440;ENSG00000198453;ENSG00000198464;ENSG00000198466;ENSG00000198482;ENSG00000198521;ENSG00000198538;ENSG00000198551;ENSG00000198556;ENSG00000198633;ENSG00000198816;ENSG00000198939;ENSG00000203326;ENSG00000204514;ENSG00000204519;ENSG00000204524;ENSG00000204604;ENSG00000204611;ENSG00000204644;ENSG00000204859;ENSG00000204920;ENSG00000204946;ENSG00000204947;ENSG00000205903;ENSG00000206510;ENSG00000213020;ENSG00000213096;ENSG00000213762;ENSG00000213793;ENSG00000213799;ENSG00000213967;ENSG00000213973;ENSG00000213988;ENSG00000214022;ENSG00000214029;ENSG00000214189;ENSG00000214534;ENSG00000214652;ENSG00000215343;ENSG00000215356;ENSG00000215372;ENSG00000215421;ENSG00000218891;ENSG00000221923;ENSG00000221994;ENSG00000223547;ENSG00000223614;ENSG00000223687;ENSG00000223852;ENSG00000223858;ENSG00000225351;ENSG00000226858;ENSG00000227124;ENSG00000227858;ENSG00000228623;ENSG00000229676;ENSG00000229809;ENSG00000232099;ENSG00000233831;ENSG00000234284;ENSG00000234444;ENSG00000234669;ENSG00000235109;ENSG00000235178;ENSG00000235589;ENSG00000236609;ENSG00000237440;ENSG00000242852;ENSG00000245680;ENSG00000249459;ENSG00000249471;ENSG00000249709;ENSG00000250312;ENSG00000250571;ENSG00000251192;ENSG00000251247;ENSG00000251369;ENSG00000254004;ENSG00000256087;ENSG00000256223;ENSG00000256229;ENSG00000256294;ENSG00000256683;ENSG00000256771;ENSG00000257446;ENSG00000257591;ENSG00000258405;ENSG00000261221;ENSG00000261459;ENSG00000263002;ENSG00000264668;ENSG00000267041;ENSG00000267508;ENSG00000267680;ENSG00000269067;ENSG00000269343;ENSG00000269699;ENSG00000270011;ENSG00000272602;ENSG00000274195;ENSG00000274349;ENSG00000274352;ENSG00000274746;ENSG00000275111;ENSG00000276340;ENSG00000277462;ENSG00000278062;ENSG00000278091;ENSG00000278129;ENSG00000278318;ENSG00000278780;ENSG00000279566;ENSG00000280568;ENSG00000280661;ENSG00000281306;ENSG00000281448;ENSG00000281526;ENSG00000281601;ENSG00000281626;ENSG00000281661;ENSG00000281709;ENSG00000281894;ENSG00000283009;ENSG00000283034
Dapma7bEVm023348	
Dapma7bEVm023349	ENSG00000178343;ENSG00000180730
Dapma7bEVm023350	ENSG00000027075;ENSG00000171132;ENSG00000182107
Dapma7bEVm023351	
Dapma7bEVm023352	
Dapma7bEVm023353	
Dapma7bEVm023354	
Dapma7bEVm023355	
Dapma7bEVm023356	
Dapma7bEVm023357	
Dapma7bEVm023358	ENSG00000138231
Dapma7bEVm023359	ENSG00000168282
Dapma7bEVm023360	ENSG00000120725
Dapma7bEVm023361	
Dapma7bEVm023362	
Dapma7bEVm023363	
Dapma7bEVm023364	ENSG00000053328
Dapma7bEVm023365	
Dapma7bEVm023366	ENSG00000073067;ENSG00000100197;ENSG00000108242;ENSG00000130649;ENSG00000134716;ENSG00000138109;ENSG00000138115;ENSG00000155016;ENSG00000165841;ENSG00000167600;ENSG00000186104;ENSG00000197408;ENSG00000197446;ENSG00000197838;ENSG00000198077;ENSG00000205702;ENSG00000255974;ENSG00000275211;ENSG00000280905;ENSG00000282966;ENSG00000283284
Dapma7bEVm023367	ENSG00000103710;ENSG00000111404;ENSG00000122035;ENSG00000128045;ENSG00000134533;ENSG00000143622;ENSG00000152214
Dapma7bEVm023368	
Dapma7bEVm023369	
Dapma7bEVm023370	ENSG00000101323;ENSG00000116882
Dapma7bEVm023371	
Dapma7bEVm023372	ENSG00000104267;ENSG00000164879;ENSG00000168748;ENSG00000169239;ENSG00000174990;ENSG00000178538;ENSG00000185015
Dapma7bEVm023373	
Dapma7bEVm023374	
Dapma7bEVm023375	
Dapma7bEVm023376	ENSG00000154920;ENSG00000197774
Dapma7bEVm023377	ENSG00000141519
Dapma7bEVm023378	
Dapma7bEVm023379	
Dapma7bEVm023380	ENSG00000117308
Dapma7bEVm023381	
Dapma7bEVm023382	
Dapma7bEVm023383	
Dapma7bEVm023384	
Dapma7bEVm023385	
Dapma7bEVm023386	ENSG00000004848;ENSG00000052850;ENSG00000134438;ENSG00000156150;ENSG00000165606;ENSG00000173976;ENSG00000180318
Dapma7bEVm023387	
Dapma7bEVm023388	
Dapma7bEVm023389	
Dapma7bEVm023390	
Dapma7bEVm023391	ENSG00000144659
Dapma7bEVm023392	ENSG00000144659
Dapma7bEVm023393	ENSG00000130383;ENSG00000156413;ENSG00000171124;ENSG00000172461;ENSG00000180549;ENSG00000196371
Dapma7bEVm023394	ENSG00000130383;ENSG00000156413;ENSG00000171124;ENSG00000172461;ENSG00000180549;ENSG00000196371
Dapma7bEVm023395	
Dapma7bEVm023396	
Dapma7bEVm023397	
Dapma7bEVm023398	
Dapma7bEVm023399	
Dapma7bEVm023400	ENSG00000095319
Dapma7bEVm023401	ENSG00000107242;ENSG00000143398;ENSG00000186111
